InvoiceNo,CustomerID,InvoiceDate,InvoiceTotal,NumItems
539286,14735.0,2010-12-16 16:05:00,252.2,68
539288,17857.0,2010-12-16 16:28:00,5.5,10
539290,16271.0,2010-12-16 16:36:00,133.22,128
539292,16539.0,2010-12-16 16:42:00,304.9,54
539293,18223.0,2010-12-16 16:42:00,501.69,195
539294,15532.0,2010-12-16 16:45:00,356.35,92
539295,13767.0,2010-12-16 16:54:00,348.8,168
539296,16816.0,2010-12-16 17:01:00,75.78,48
539297,17691.0,2010-12-16 17:20:00,147.9,76
539298,14180.0,2010-12-16 17:29:00,136.25,29
539299,14180.0,2010-12-16 17:30:00,218.85,31
539303,16684.0,2010-12-16 17:34:00,436.86,202
539304,16684.0,2010-12-16 17:36:00,302.40000000000003,144
539305,14334.0,2010-12-16 17:37:00,320.15,225
539306,17659.0,2010-12-16 17:38:00,112.15,21
539307,13694.0,2010-12-16 17:43:00,2054.92,2856
539308,17412.0,2010-12-16 17:48:00,250.46,160
539309,16945.0,2010-12-16 17:49:00,279.85,157
539310,14344.0,2010-12-16 17:51:00,15.0,4
539311,14643.0,2010-12-16 17:53:00,357.94,386
539312,15197.0,2010-12-16 18:01:00,556.5,78
539313,14220.0,2010-12-16 18:18:00,312.98,134
539314,13874.0,2010-12-16 18:20:00,540.45,180
539315,18260.0,2010-12-16 18:23:00,230.70000000000002,58
539316,17848.0,2010-12-16 18:38:00,97.3,22
539317,17392.0,2010-12-16 19:04:00,312.41,221
539318,12348.0,2010-12-16 19:09:00,892.8,1254
539319,12967.0,2010-12-16 19:10:00,292.5,78
539320,14911.0,2010-12-16 19:16:00,707.0600000000001,358
539321,14723.0,2010-12-16 19:19:00,220.06,91
539322,14713.0,2010-12-16 19:22:00,126.9,77
539324,14985.0,2010-12-16 19:51:00,124.51,89
539325,13004.0,2010-12-17 08:20:00,357.01,255
539326,14560.0,2010-12-17 09:22:00,408.16999999999996,69
539327,12600.0,2010-12-17 09:24:00,198.3,43
539328,13854.0,2010-12-17 09:37:00,300.04,212
539330,12370.0,2010-12-17 09:38:00,277.2,51
539331,16013.0,2010-12-17 09:39:00,216.0,300
539332,12931.0,2010-12-17 09:45:00,144.0,200
539333,13627.0,2010-12-17 09:52:00,311.19,197
539334,12748.0,2010-12-17 10:12:00,25.95,10
539335,15291.0,2010-12-17 10:32:00,320.1,46
539336,17790.0,2010-12-17 10:34:00,115.9,58
539338,17404.0,2010-12-17 10:54:00,2646.2999999999997,3714
539351,12551.0,2010-12-17 11:23:00,168.0,100
539353,12782.0,2010-12-17 11:30:00,463.5,193
539374,14769.0,2010-12-17 11:40:00,347.01,189
539379,15780.0,2010-12-17 11:43:00,177.15,65
539391,12417.0,2010-12-17 11:51:00,291.34,60
539395,12471.0,2010-12-17 11:52:00,1484.25,444
539398,12471.0,2010-12-17 11:53:00,29.700000000000003,6
539400,12971.0,2010-12-17 12:00:00,53.400000000000006,24
539401,12709.0,2010-12-17 12:02:00,792.99,133
539403,12647.0,2010-12-17 12:21:00,224.8,83
539404,17315.0,2010-12-17 12:24:00,108.92,60
539405,12621.0,2010-12-17 12:38:00,919.04,328
539406,16711.0,2010-12-17 12:43:00,214.20000000000002,36
539407,12726.0,2010-12-17 12:56:00,170.28,333
539408,12720.0,2010-12-17 12:56:00,183.74,224
539410,16353.0,2010-12-17 13:17:00,102.0,24
539411,14243.0,2010-12-17 13:29:00,258.7,114
539414,16931.0,2010-12-17 13:45:00,212.61,100
539415,15204.0,2010-12-17 13:49:00,316.58,258
539416,17888.0,2010-12-17 13:56:00,29.43,52
539417,17007.0,2010-12-17 13:57:00,72.0,32
539418,17007.0,2010-12-17 13:58:00,135.12,72
539419,12431.0,2010-12-17 14:10:00,415.7,146
539420,15160.0,2010-12-17 14:15:00,158.16,84
539421,14016.0,2010-12-17 14:21:00,753.74,374
539422,13033.0,2010-12-17 14:23:00,190.55,83
539423,15811.0,2010-12-17 14:24:00,148.95,33
539435,12691.0,2010-12-17 14:46:00,180.0,65
539439,13869.0,2010-12-17 15:14:00,323.62,156
539440,16607.0,2010-12-17 15:15:00,250.0,2
539442,16558.0,2010-12-17 15:39:00,311.15000000000003,127
539443,14031.0,2010-12-17 15:52:00,668.88,304
539444,14146.0,2010-12-17 15:52:00,1241.43,551
539445,17865.0,2010-12-17 15:57:00,323.38,54
539446,12705.0,2010-12-17 15:58:00,858.0,397
539447,12395.0,2010-12-17 16:00:00,333.82,225
539450,15570.0,2010-12-17 16:53:00,196.75,78
539452,15856.0,2010-12-17 17:06:00,741.22,266
539454,17377.0,2010-12-17 17:12:00,196.78,66
539455,12748.0,2010-12-17 17:17:00,121.02,87
539456,16885.0,2010-12-17 17:23:00,190.65,37
539459,12839.0,2010-12-17 17:33:00,334.84000000000003,167
539460,12931.0,2010-12-17 18:07:00,33.0,20
539461,17243.0,2010-12-19 10:21:00,259.55,101
539462,14032.0,2010-12-19 11:19:00,315.56,213
539463,18077.0,2010-12-19 11:19:00,191.46,135
539464,17913.0,2010-12-19 11:35:00,218.05,100
539465,16684.0,2010-12-19 11:38:00,2062.44,876
539466,12668.0,2010-12-19 12:46:00,469.87,337
539468,15044.0,2010-12-19 13:31:00,663.8000000000001,176
539469,17841.0,2010-12-19 13:59:00,283.52,152
539470,14472.0,2010-12-19 14:03:00,279.88,102
539471,17358.0,2010-12-19 14:16:00,246.70000000000002,157
539472,15581.0,2010-12-19 14:23:00,31.62,20
539473,14911.0,2010-12-19 14:24:00,411.1,155
539474,15581.0,2010-12-19 14:27:00,12.8,8
539475,16686.0,2010-12-19 14:41:00,364.98,319
539477,18245.0,2010-12-19 14:58:00,365.73,297
539478,17343.0,2010-12-19 15:07:00,193.64,56
539483,17218.0,2010-12-19 15:31:00,99.5,24
539484,15640.0,2010-12-19 15:44:00,947.1899999999999,511
539487,16153.0,2010-12-20 09:22:00,215.01,75
539488,12377.0,2010-12-20 09:37:00,1001.52,604
539489,16684.0,2010-12-20 09:41:00,311.7,126
539490,17069.0,2010-12-20 10:00:00,306.15000000000003,129
539491,14646.0,2010-12-20 10:09:00,70.96000000000001,46
539496,13050.0,2010-12-20 10:38:00,269.5,185
539497,12944.0,2010-12-20 10:41:00,286.95,145
539498,15279.0,2010-12-20 10:48:00,290.51,189
539501,17085.0,2010-12-20 11:08:00,287.45,136
539502,14099.0,2010-12-20 11:14:00,383.52,411
539551,12721.0,2010-12-20 11:38:00,286.6,129
539561,16422.0,2010-12-20 11:41:00,339.72,336
539564,18092.0,2010-12-20 11:45:00,756.12,196
539567,13104.0,2010-12-20 11:58:00,101.76,96
539570,15078.0,2010-12-20 12:05:00,327.6,144
539571,15078.0,2010-12-20 12:06:00,15.9,2
539572,14113.0,2010-12-20 12:14:00,433.5,102
539578,13027.0,2010-12-20 12:45:00,1440.0,3600
539579,16713.0,2010-12-20 12:51:00,344.11,111
539580,15312.0,2010-12-20 12:51:00,289.74,177
539581,16143.0,2010-12-20 12:51:00,455.6,82
539586,14298.0,2010-12-20 13:08:00,962.24,1362
539587,14298.0,2010-12-20 13:10:00,754.16,684
539588,14527.0,2010-12-20 13:11:00,138.85,24
539590,14733.0,2010-12-20 13:21:00,832.0799999999999,360
539591,14062.0,2010-12-20 13:24:00,237.60000000000002,48
539592,13319.0,2010-12-20 13:27:00,14.850000000000001,3
539593,13319.0,2010-12-20 13:31:00,776.95,325
539594,17621.0,2010-12-20 13:31:00,239.4,92
539597,17090.0,2010-12-20 13:52:00,61.199999999999996,24
539604,16353.0,2010-12-20 14:06:00,102.0,24
539607,12681.0,2010-12-20 14:10:00,1084.59,604
539609,15527.0,2010-12-20 14:15:00,221.4,62
539610,14606.0,2010-12-20 14:33:00,109.88,33
539628,18097.0,2010-12-20 14:49:00,182.52,256
539629,14062.0,2010-12-20 14:51:00,239.9,82
539630,17230.0,2010-12-20 14:59:00,751.0,244
539633,17230.0,2010-12-20 15:09:00,73.80000000000001,36
539634,17230.0,2010-12-20 15:12:00,144.5,150
539635,14051.0,2010-12-20 15:14:00,728.0400000000001,192
539636,12481.0,2010-12-20 15:15:00,631.96,234
539637,14083.0,2010-12-20 15:22:00,112.68,50
539639,14083.0,2010-12-20 15:26:00,37.67,15
539641,15311.0,2010-12-20 15:30:00,134.14,45
539642,15867.0,2010-12-20 15:35:00,242.92000000000002,142
539645,17230.0,2010-12-20 16:03:00,0.95,1
539646,17230.0,2010-12-20 16:04:00,28.5,30
539647,15460.0,2010-12-20 16:08:00,216.76,109
539653,13564.0,2010-12-20 16:50:00,658.38,404
539654,17340.0,2010-12-20 17:05:00,1689.12,789
539658,17213.0,2010-12-21 09:34:00,302.95,125
539659,15034.0,2010-12-21 09:47:00,842.9,454
539660,15581.0,2010-12-21 09:48:00,9.2,8
539662,14135.0,2010-12-21 10:18:00,117.60000000000001,24
539663,17961.0,2010-12-21 10:26:00,396.84999999999997,79
539664,14135.0,2010-12-21 10:30:00,25.200000000000003,12
539666,16029.0,2010-12-21 10:41:00,479.4,236
539675,12971.0,2010-12-21 10:51:00,114.60000000000001,28
539676,12423.0,2010-12-21 10:54:00,237.93,188
539688,12678.0,2010-12-21 11:00:00,150.0,1
539716,17990.0,2010-12-21 12:57:00,148.0,52
539717,15208.0,2010-12-21 13:03:00,65.4,20
539720,16996.0,2010-12-21 13:22:00,97.84,40
539721,17306.0,2010-12-21 13:34:00,324.0,1296
539722,14911.0,2010-12-21 13:45:00,762.3000000000001,344
539723,14737.0,2010-12-21 13:49:00,434.0,150
539724,13029.0,2010-12-21 13:53:00,382.5,30
539725,17211.0,2010-12-21 13:58:00,182.19,101
539727,12678.0,2010-12-21 14:26:00,71.28,25
539728,16270.0,2010-12-21 14:26:00,1141.24,688
539730,13487.0,2010-12-21 14:54:00,193.15,85
539731,14646.0,2010-12-21 15:05:00,8520.92,6668
539732,16996.0,2010-12-21 15:09:00,29.700000000000003,6
539752,12515.0,2010-12-21 15:43:00,383.7,131
539754,12748.0,2010-12-21 16:06:00,69.29,20
539755,17961.0,2010-12-21 16:08:00,45.35,7
539760,17400.0,2010-12-21 17:16:00,424.17,250
539761,17593.0,2010-12-22 10:29:00,662.9,374
539762,13953.0,2010-12-22 10:29:00,500.0,400
539764,14533.0,2010-12-22 11:07:00,433.5,540
539766,14092.0,2010-12-22 11:11:00,351.08,150
539826,15044.0,2010-12-22 12:39:00,615.6,167
539828,15044.0,2010-12-22 12:44:00,23.8,4
539829,12734.0,2010-12-22 12:47:00,110.39999999999999,88
539831,14606.0,2010-12-22 13:17:00,108.63,36
539835,16477.0,2010-12-22 13:39:00,318.75,193
539836,17894.0,2010-12-22 13:46:00,135.34,72
539837,14532.0,2010-12-22 13:48:00,222.6,28
539840,12383.0,2010-12-22 14:28:00,600.72,754
539858,18092.0,2010-12-22 16:19:00,610.8,168
539859,17905.0,2010-12-22 16:23:00,192.4,100
539864,15562.0,2010-12-23 09:55:00,134.55,39
539865,15587.0,2010-12-23 09:59:00,344.88,120
539867,13922.0,2010-12-23 10:38:00,172.25,93
539920,14085.0,2010-12-23 11:06:00,390.95,153
539921,12748.0,2010-12-23 11:09:00,20.3,5
539933,15235.0,2010-12-23 11:24:00,529.59,333
539946,13817.0,2010-12-23 11:46:00,128.7,63
539953,12748.0,2010-12-23 12:03:00,12.35,5
539954,13777.0,2010-12-23 12:04:00,121.62,66
539957,12585.0,2010-12-23 12:58:00,1262.85,872
539978,13165.0,2010-12-23 14:06:00,354.64,496
539981,13304.0,2010-12-23 14:35:00,300.42,238
539982,15311.0,2010-12-23 14:40:00,256.61,65
539984,14911.0,2010-12-23 14:58:00,289.85,108
539985,15856.0,2010-12-23 15:16:00,968.77,387
539987,12748.0,2010-12-23 15:32:00,6.95,1
539988,18116.0,2010-12-23 16:06:00,353.69,178
539993,13313.0,2011-01-04 10:00:00,307.3,171
540001,18097.0,2011-01-04 10:22:00,474.66,270
540002,16656.0,2011-01-04 10:23:00,310.28,188
540003,16875.0,2011-01-04 10:37:00,368.8,140
540004,13094.0,2011-01-04 10:37:00,76.32000000000001,72
540005,17315.0,2011-01-04 10:38:00,190.56,138
540013,16255.0,2011-01-04 11:30:00,299.6,183
540014,14606.0,2011-01-04 11:34:00,339.68,155
540015,13319.0,2011-01-04 11:40:00,510.89,286
540016,16282.0,2011-01-04 11:42:00,168.3,114
540017,13963.0,2011-01-04 11:48:00,215.41,265
540019,12957.0,2011-01-04 12:18:00,413.68,352
540020,14462.0,2011-01-04 12:45:00,109.3,34
540021,17841.0,2011-01-04 12:51:00,516.97,230
540022,17188.0,2011-01-04 12:57:00,388.72,270
540023,15039.0,2011-01-04 12:58:00,794.66,330
540024,15039.0,2011-01-04 13:03:00,23.8,4
540025,17428.0,2011-01-04 13:22:00,323.04,504
540027,14210.0,2011-01-04 13:30:00,363.66,238
540028,14180.0,2011-01-04 13:38:00,284.6,36
540029,16029.0,2011-01-04 13:47:00,90.0,24
540031,17975.0,2011-01-04 13:50:00,431.88000000000005,135
540032,13397.0,2011-01-04 13:50:00,299.92,88
540033,13680.0,2011-01-04 14:12:00,871.48,526
540040,12483.0,2011-01-04 14:20:00,547.56,293
540043,15164.0,2011-01-04 14:21:00,173.39000000000001,49
540059,17457.0,2011-01-04 14:33:00,385.8,264
540060,14732.0,2011-01-04 14:40:00,203.1,58
540073,16814.0,2011-01-04 14:47:00,644.13,199
540093,16725.0,2011-01-04 15:24:00,112.30000000000001,26
540094,14221.0,2011-01-04 15:33:00,312.95,169
540095,14553.0,2011-01-04 15:40:00,201.94,131
540096,13253.0,2011-01-04 15:43:00,476.48,624
540098,16241.0,2011-01-04 15:50:00,160.38,71
540099,15808.0,2011-01-04 16:41:00,733.92,322
540113,13126.0,2011-01-05 09:11:00,323.87,265
540114,15498.0,2011-01-05 09:44:00,243.4,320
540115,15235.0,2011-01-05 09:51:00,112.65,75
540120,17675.0,2011-01-05 10:08:00,969.36,408
540121,16145.0,2011-01-05 10:35:00,366.06,238
540122,13694.0,2011-01-05 10:39:00,1179.6,1720
540126,13798.0,2011-01-05 10:45:00,1209.1,886
540130,13798.0,2011-01-05 10:46:00,393.9,138
540146,15002.0,2011-01-05 10:51:00,261.5,138
540148,14189.0,2011-01-05 10:58:00,364.8,510
540149,12921.0,2011-01-05 11:00:00,481.7,344
540153,15841.0,2011-01-05 11:25:00,331.6,132
540157,15311.0,2011-01-05 11:41:00,1145.33,591
540159,16112.0,2011-01-05 11:47:00,72.0,192
540160,15769.0,2011-01-05 11:50:00,2574.48,1032
540161,16719.0,2011-01-05 11:52:00,152.45,148
540162,13089.0,2011-01-05 11:52:00,95.65,33
540163,13089.0,2011-01-05 11:52:00,958.93,1068
540166,13629.0,2011-01-05 12:09:00,660.0,400
540167,16600.0,2011-01-05 12:13:00,125.86,182
540168,13715.0,2011-01-05 12:15:00,445.22,239
540169,14527.0,2011-01-05 12:20:00,229.75,33
540170,13767.0,2011-01-05 12:21:00,170.4,56
540172,18109.0,2011-01-05 12:29:00,138.98000000000002,54
540173,15661.0,2011-01-05 12:32:00,116.0,80
540174,16353.0,2011-01-05 12:35:00,102.0,24
540175,16532.0,2011-01-05 12:37:00,1910.4,480
540176,17511.0,2011-01-05 12:40:00,3862.14,1914
540178,12681.0,2011-01-05 12:42:00,556.07,362
540179,16033.0,2011-01-05 12:54:00,481.14,137
540180,15984.0,2011-01-05 13:05:00,107.89,56
540181,13199.0,2011-01-05 13:09:00,199.44,216
540182,14739.0,2011-01-05 13:29:00,229.56,224
540183,15093.0,2011-01-05 13:37:00,1220.4,628
540184,15266.0,2011-01-05 13:40:00,119.3,18
540185,14653.0,2011-01-05 13:40:00,212.15,237
540185,14653.0,2011-01-05 13:41:00,132.66,68
540187,15358.0,2011-01-05 13:53:00,653.86,717
540188,16771.0,2011-01-05 13:57:00,296.66,303
540239,12682.0,2011-01-05 14:48:00,835.11,373
540240,17585.0,2011-01-05 15:09:00,417.81,571
540242,15046.0,2011-01-05 15:30:00,511.95,275
540245,13082.0,2011-01-05 15:42:00,379.44,1032
540247,15464.0,2011-01-05 15:56:00,1048.85,350
540248,15034.0,2011-01-05 15:57:00,583.45,184
540249,15298.0,2011-01-05 16:00:00,305.74,400
540251,12748.0,2011-01-05 16:06:00,12.75,1
540253,13225.0,2011-01-05 16:28:00,1263.72,444
540257,12748.0,2011-01-05 17:33:00,238.55,75
540258,14045.0,2011-01-06 08:52:00,682.8,212
540259,18226.0,2011-01-06 09:00:00,417.3,366
540260,13097.0,2011-01-06 09:40:00,771.29,344
540261,13089.0,2011-01-06 09:57:00,730.88,536
540262,14045.0,2011-01-06 10:01:00,242.54999999999998,147
540263,18062.0,2011-01-06 10:03:00,169.8,184
540264,17949.0,2011-01-06 10:20:00,432.0,600
540265,15271.0,2011-01-06 10:46:00,253.1,86
540267,12415.0,2011-01-06 11:12:00,7011.38,4662
540268,13458.0,2011-01-06 11:25:00,1489.18,944
540269,14135.0,2011-01-06 11:39:00,186.0,40
540273,17368.0,2011-01-06 11:57:00,563.15,711
540274,14618.0,2011-01-06 11:59:00,211.8,92
540275,13680.0,2011-01-06 12:11:00,1520.1100000000001,669
540276,14680.0,2011-01-06 12:16:00,1520.11,669
540277,14258.0,2011-01-06 12:18:00,3120.2200000000003,1798
540278,15719.0,2011-01-06 12:31:00,433.04,224
540279,13368.0,2011-01-06 12:32:00,35.400000000000006,12
540280,12386.0,2011-01-06 12:37:00,143.0,140
540288,17634.0,2011-01-06 12:45:00,785.65,165
540316,16676.0,2011-01-06 13:00:00,464.82,204
540345,14299.0,2011-01-06 13:19:00,621.9,130
540348,12841.0,2011-01-06 13:56:00,224.11,93
540349,15379.0,2011-01-06 14:07:00,660.15,569
540350,18283.0,2011-01-06 14:14:00,108.45,61
540351,12735.0,2011-01-06 14:26:00,319.77,263
540353,13764.0,2011-01-06 14:53:00,499.89,282
540354,13576.0,2011-01-06 14:58:00,623.6800000000001,288
540357,13093.0,2011-01-06 15:14:00,1374.46,1171
540358,13599.0,2011-01-06 15:25:00,369.14,262
540359,18041.0,2011-01-06 15:29:00,377.7,366
540361,13408.0,2011-01-06 15:41:00,304.2,274
540362,13656.0,2011-01-06 15:42:00,162.70000000000002,113
540363,12971.0,2011-01-06 15:54:00,185.1,618
540364,14505.0,2011-01-06 16:03:00,317.06,95
540365,12413.0,2011-01-06 16:12:00,479.25,180
540370,13094.0,2011-01-06 16:25:00,76.32000000000001,72
540371,14312.0,2011-01-06 16:35:00,309.55,71
540372,13081.0,2011-01-06 16:41:00,3527.64,2602
540373,13280.0,2011-01-06 17:10:00,307.35,109
540374,15845.0,2011-01-06 17:19:00,303.36,208
540383,16422.0,2011-01-06 17:47:00,406.77000000000004,203
540387,16306.0,2011-01-06 17:58:00,175.15,149
540395,14702.0,2011-01-06 18:24:00,237.65,55
540396,14031.0,2011-01-06 18:33:00,969.24,404
540397,13187.0,2011-01-06 18:57:00,236.02,95
540399,14047.0,2011-01-07 09:23:00,9.3,2
540401,16013.0,2011-01-07 09:31:00,797.5999999999999,112
540402,16567.0,2011-01-07 09:31:00,557.5600000000001,476
540404,12947.0,2011-01-07 09:40:00,301.66,235
540405,14828.0,2011-01-07 09:50:00,582.0,968
540406,13798.0,2011-01-07 09:53:00,495.0,300
540407,16839.0,2011-01-07 09:55:00,427.47,329
540408,16013.0,2011-01-07 09:55:00,637.5,250
540409,16019.0,2011-01-07 10:00:00,504.25,190
540410,12530.0,2011-01-07 10:04:00,387.40000000000003,95
540411,16551.0,2011-01-07 10:24:00,311.07,281
540412,13842.0,2011-01-07 10:27:00,303.0,88
540413,15194.0,2011-01-07 10:29:00,331.55,208
540414,12481.0,2011-01-07 10:32:00,603.09,413
540415,16889.0,2011-01-07 10:47:00,523.05,365
540416,16473.0,2011-01-07 10:55:00,149.41,79
540420,12829.0,2011-01-07 11:13:00,207.25,251
540452,13750.0,2011-01-07 11:49:00,325.44,96
540453,13426.0,2011-01-07 11:54:00,302.45,341
540454,16191.0,2011-01-07 11:57:00,368.52,168
540455,12583.0,2011-01-07 12:07:00,730.16,491
540456,13534.0,2011-01-07 12:14:00,188.0,80
540457,14217.0,2011-01-07 12:26:00,102.5,22
540458,12501.0,2011-01-07 12:28:00,2169.39,1783
540459,16191.0,2011-01-07 12:35:00,479.1,186
540460,15607.0,2011-01-07 12:44:00,104.76,202
540461,15139.0,2011-01-07 12:44:00,122.10000000000001,102
540462,16779.0,2011-01-07 12:45:00,434.95000000000005,195
540463,12489.0,2011-01-07 13:13:00,334.93,105
540464,14298.0,2011-01-07 13:17:00,1429.9,1070
540465,17707.0,2011-01-07 13:30:00,83.7,78
540466,15649.0,2011-01-07 13:34:00,306.0,72
540467,18198.0,2011-01-07 13:39:00,300.54,222
540469,12484.0,2011-01-07 14:04:00,1138.67,630
540471,15601.0,2011-01-07 14:21:00,688.45,367
540472,18179.0,2011-01-07 14:22:00,335.8,223
540473,17284.0,2011-01-07 14:31:00,716.11,571
540475,15311.0,2011-01-07 14:43:00,141.48000000000002,70
540477,13233.0,2011-01-07 14:49:00,304.24,404
540478,15769.0,2011-01-07 14:53:00,2970.0,1800
540479,14889.0,2011-01-07 15:19:00,135.9,90
540480,12480.0,2011-01-07 15:27:00,816.25,367
540481,16955.0,2011-01-07 15:42:00,165.88,94
540482,14672.0,2011-01-07 15:48:00,285.28000000000003,147
540489,13593.0,2011-01-07 16:32:00,559.85,199
540493,14867.0,2011-01-07 16:34:00,300.74,118
540496,15485.0,2011-01-07 17:18:00,328.54,187
540498,17243.0,2011-01-09 10:06:00,268.8,68
540499,16923.0,2011-01-09 10:21:00,365.2,90
540500,15465.0,2011-01-09 10:26:00,390.29999999999995,72
540501,13162.0,2011-01-09 10:43:00,753.26,942
540502,13183.0,2011-01-09 10:50:00,625.04,400
540504,13668.0,2011-01-09 11:02:00,208.56,67
540505,17095.0,2011-01-09 11:05:00,313.15,143
540506,17796.0,2011-01-09 11:12:00,282.25,73
540507,12939.0,2011-01-09 11:20:00,1933.2,552
540508,14810.0,2011-01-09 11:20:00,146.55,64
540509,14800.0,2011-01-09 11:27:00,537.99,412
540510,15611.0,2011-01-09 11:32:00,104.25,15
540511,14472.0,2011-01-09 11:34:00,334.26,187
540512,17114.0,2011-01-09 11:39:00,142.24,82
540513,13758.0,2011-01-09 11:41:00,422.4,152
540514,15708.0,2011-01-09 11:43:00,431.77,180
540515,15059.0,2011-01-09 11:54:00,182.78,72
540516,16326.0,2011-01-09 12:01:00,267.2,66
540517,17128.0,2011-01-09 12:02:00,157.09,76
540518,14761.0,2011-01-09 12:03:00,97.5,58
540519,12793.0,2011-01-09 12:12:00,413.68,230
540520,17555.0,2011-01-09 12:31:00,195.45,156
540521,12651.0,2011-01-09 12:46:00,114.0,78
540522,13102.0,2011-01-09 12:50:00,301.28,258
540523,13069.0,2011-01-09 12:51:00,340.94,250
540524,16735.0,2011-01-09 12:53:00,660.36,385
540525,16833.0,2011-01-09 13:02:00,309.48,160
540526,14606.0,2011-01-09 13:41:00,229.48,154
540528,17800.0,2011-01-09 13:50:00,136.05,98
540529,16748.0,2011-01-09 13:50:00,479.0,260
540530,14755.0,2011-01-09 14:02:00,488.46000000000004,238
540531,16549.0,2011-01-09 14:03:00,119.49000000000001,56
540532,14702.0,2011-01-09 14:11:00,221.7,37
540533,15005.0,2011-01-09 14:12:00,141.05,67
540534,12971.0,2011-01-09 14:17:00,25.2,24
540536,17757.0,2011-01-09 14:21:00,145.5,93
540537,13565.0,2011-01-09 14:28:00,110.17999999999999,78
540538,17841.0,2011-01-09 14:36:00,279.02,99
540539,18260.0,2011-01-09 14:42:00,557.07,429
540540,17218.0,2011-01-09 15:10:00,169.35,47
540541,15799.0,2011-01-09 15:13:00,320.21999999999997,181
540542,15107.0,2011-01-09 15:18:00,78.2,50
540543,14395.0,2011-01-09 15:23:00,380.68,171
540544,18032.0,2011-01-09 15:32:00,73.5,42
540545,13451.0,2011-01-09 15:35:00,401.49,260
540546,12766.0,2011-01-09 15:56:00,686.48,411
540547,14911.0,2011-01-09 16:07:00,258.0,85
540548,14794.0,2011-01-09 16:11:00,179.1,34
540550,12539.0,2011-01-10 09:11:00,1715.85,643
540552,16350.0,2011-01-10 09:44:00,376.7,196
540553,12500.0,2011-01-10 09:48:00,344.94,243
540554,18171.0,2011-01-10 09:55:00,240.45000000000002,81
540557,12415.0,2011-01-10 09:58:00,81.6,96
540561,13004.0,2011-01-10 10:32:00,326.78,260
540562,12524.0,2011-01-10 10:35:00,337.39,392
540563,15100.0,2011-01-10 10:35:00,175.2,16
540565,16422.0,2011-01-10 10:44:00,102.0,40
540566,17811.0,2011-01-10 10:58:00,185.97,83
540567,16850.0,2011-01-10 11:09:00,332.41,249
540568,15039.0,2011-01-10 11:22:00,646.54,246
540595,14321.0,2011-01-10 11:35:00,326.82,645
540604,15326.0,2011-01-10 11:38:00,311.71,386
540630,17849.0,2011-01-10 11:59:00,217.75,19
540635,14229.0,2011-01-10 12:03:00,456.97,195
540636,17381.0,2011-01-10 12:04:00,212.0,200
540639,13107.0,2011-01-10 12:28:00,566.84,468
540640,14527.0,2011-01-10 12:36:00,167.6,37
540641,16497.0,2011-01-10 13:20:00,279.3,94
540642,12681.0,2011-01-10 13:22:00,1238.06,635
540644,16303.0,2011-01-10 14:16:00,827.1800000000001,418
540645,14060.0,2011-01-10 14:20:00,402.66,522
540647,17406.0,2011-01-10 14:57:00,1248.32,515
540648,15061.0,2011-01-10 14:58:00,969.87,793
540649,15061.0,2011-01-10 14:59:00,404.12,317
540653,17406.0,2011-01-10 15:07:00,250.0,2
540662,13767.0,2011-01-10 15:16:00,500.48,136
540664,15044.0,2011-01-10 15:18:00,263.0,87
540671,17739.0,2011-01-10 15:35:00,322.53000000000003,163
540672,15281.0,2011-01-10 15:51:00,780.42,518
540680,15311.0,2011-01-10 16:24:00,434.03999999999996,365
540682,16112.0,2011-01-10 16:29:00,64.14,150
540687,15867.0,2011-01-10 17:18:00,237.19,177
540688,12736.0,2011-01-11 07:57:00,234.0,173
540689,17450.0,2011-01-11 08:43:00,12797.52,4510
540690,13473.0,2011-01-11 08:45:00,241.26,198
540691,17450.0,2011-01-11 08:50:00,1508.6599999999999,686
540692,14320.0,2011-01-11 09:12:00,352.51,235
540697,16670.0,2011-01-11 09:20:00,369.0,188
540698,17450.0,2011-01-11 09:24:00,4314.0199999999995,858
540700,12393.0,2011-01-11 09:47:00,462.5,238
540701,15640.0,2011-01-11 09:48:00,602.44,348
540702,13491.0,2011-01-11 09:58:00,140.49,81
540703,14135.0,2011-01-11 09:58:00,511.46000000000004,1098
540704,17742.0,2011-01-11 10:04:00,302.57,71
540732,16122.0,2011-01-11 10:19:00,144.12,328
540750,16351.0,2011-01-11 10:26:00,153.9,90
540753,14217.0,2011-01-11 10:31:00,69.7,12
540768,17428.0,2011-01-11 10:38:00,670.8000000000001,624
540769,12601.0,2011-01-11 10:38:00,144.26,87
540770,13468.0,2011-01-11 10:40:00,145.75,49
540777,13144.0,2011-01-11 11:15:00,110.95,21
540779,15346.0,2011-01-11 11:18:00,252.42000000000002,144
540782,15370.0,2011-01-11 11:32:00,184.2,80
540785,12557.0,2011-01-11 11:39:00,3417.1200000000003,1008
540789,12643.0,2011-01-11 11:48:00,871.1999999999999,578
540794,16034.0,2011-01-11 11:54:00,153.6,128
540795,13078.0,2011-01-11 12:00:00,355.8,92
540797,15107.0,2011-01-11 12:05:00,8.5,1
540798,17365.0,2011-01-11 12:11:00,727.36,706
540799,17365.0,2011-01-11 12:12:00,15.299999999999999,6
540800,13798.0,2011-01-11 12:20:00,302.36,364
540801,12540.0,2011-01-11 12:25:00,1147.1799999999998,475
540802,15189.0,2011-01-11 12:29:00,418.48,208
540803,14669.0,2011-01-11 12:30:00,426.9,200
